id,kode_komponen,nama_barang,spek1,spek2,merek,satuan,kode_rekening,left_rekening,rincian_rekening
5424,05.19.02.03.41.39.B,Akalipa Merah / Hijau,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5425,05.19.02.03.41.40,Bugenvile, Besar,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5426,05.19.02.03.41.41,Song Of India,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5427,05.19.02.03.41.42,Pangkas Emas,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5428,05.19.02.03.41.43,Kulbanda,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5429,05.19.02.03.41.44,Kelapa Buah,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5430,05.19.02.03.41.45,Batavia, Kecil,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5431,05.19.02.03.41.46,Soka King,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5432,05.19.02.03.41.47,Turneria, T >= 40 Cm,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5433,05.19.02.03.41.48,Puring,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5434,05.19.02.03.41.49,Jatimas Besar,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5435,05.19.02.03.41.50,Trengguli,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5436,05.19.02.03.41.51,Zisigium, Besar,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5437,05.19.02.03.41.52,Zisigium, Sedang,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5438,05.19.02.03.41.53,Azalea,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5439,05.19.02.03.41.54,Anting Putri,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5440,05.19.02.03.41.55,Bungur,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5441,05.19.02.03.41.56,Bungur Besar,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5442,05.19.02.03.41.56.B,Bungur Besar,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5443,05.19.02.03.41.57,Erva Merah,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5444,05.19.02.03.41.58,Melati Jepang Merah,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5445,05.19.02.03.41.59,Soka,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5446,05.19.02.03.41.60.B,Bunga Pukul 8 / Turneria,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5447,05.19.02.03.41.61,Plumbago,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5448,05.19.02.03.41.62,Akalipa Ekor Kucing,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5449,05.19.02.03.41.63,Lantana Jakarta,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5450,05.19.02.03.41.64,Cemara Pentris,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5451,05.19.02.03.41.65,Tanaman Rambat,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5452,05.19.02.03.41.66,Walisongo,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5453,05.19.02.03.41.67,Tabebuya Kuning,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5454,05.19.02.03.41.68,Tabebuya Merah,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5455,05.19.02.03.41.69,Soka Jambon,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5456,05.19.02.03.41.70,Iler / Coleus,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5457,05.19.02.03.41.71,Calatea Merah Putih,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5458,05.19.02.03.41.72,Sri Rejeki / Beras Wutah,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5459,05.19.02.03.41.73,Pandan Bali,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5460,05.19.02.03.41.74,Daun Dollar,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5461,05.19.02.03.41.75,Mahoni,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5462,05.19.02.03.41.77,Pinang Sepuluh,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5463,05.19.02.03.41.78,Bougenville Varigata Bangkok , Sedang,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5464,05.19.02.03.41.79,Bougenville Varigata Bangkok , Kecil,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5465,05.19.02.03.41.80,Soka Jepang,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5466,05.19.02.03.41.81.B,Terang Bulan Kuning,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5467,05.19.02.03.41.82,Iris,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5468,05.19.02.03.41.83,Sansivera Kuning,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5469,05.19.02.03.41.84,Jenggot Nabi,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5470,05.19.02.03.41.86,Ruwelia Lebah,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5471,05.19.02.03.41.87,Pacing,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5472,05.19.02.03.41.88,Alamanda,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5473,05.19.02.03.41.89,Bunga Lampion,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5474,05.19.02.03.41.90,Quis Qualis India / Ceguan,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5475,05.19.02.03.41.91,Pakis,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5476,05.19.02.03.41.92,Kadaka,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5477,05.19.02.03.41.93,Pisang Kipas,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5478,05.19.02.03.41.94,Krokot Putih,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5479,05.19.02.03.41.95,Pot Oval Berkaki,,,,Buah,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5480,05.19.02.03.41.96,Pot Telor,,,,Buah,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5481,05.19.02.03.41.97,Pot Gelas,,,,Buah,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5482,05.19.02.03.41.98,Pot Beton Kubus,,,,Buah,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5483,05.19.02.03.41.99,Pohon Langka Exotic,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5484,05.19.02.04.02.01,Tabernae,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5485,05.19.02.04.03.01.B,Anggrek,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5486,05.19.02.04.03.02,Bunga Krisan,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5487,05.19.02.04.03.03,Bunga Teh-Tehan,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5488,05.19.02.04.03.04,Bunga Siang Malam,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5489,05.19.02.04.03.05,Bunga Pandanmus,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5490,05.19.02.04.03.06,Bunga Kana Kuning,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5491,05.19.02.04.03.07,Sakura,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5492,05.19.02.04.03.08,Semak Hias Berbunga Indah,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5493,05.19.02.04.03.08,Semak Hias Berbunga Indah,,,,Batang,5.2.3.12.01,5.2.3,Belanja Modal Pengadaan Sarana dan Prasarana Taman
5494,05.19.02.04.03.09,Tabebuya Bunga Pink Dan Putih,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5495,05.19.02.04.03.10,Ketepeng Kencana Variegeta Sedang,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5496,05.19.02.04.03.11,Bunga Kastuba,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5497,05.19.02.04.03.12,Taman Mini Dekorasi,,,,Kegiatan,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5498,05.19.02.04.03.13.B,Pagoda Kecil,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5499,05.19.02.04.03.14,Nusa Indah Bunga Pink/Putih,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5500,05.19.02.04.03.15,Kembang Sepatu Variegata/Bangkok,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5501,05.19.02.04.03.16,Kamboja,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5502,05.19.02.04.03.17,Kamboja Eksotik,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5503,05.19.02.04.03.18,Honje,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5504,05.19.02.04.03.19,Merak Merakan,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5505,05.19.02.04.03.20,Sapu Tangan,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5506,05.19.02.04.03.21,Kenop,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5507,05.19.02.04.03.22,Andong,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5508,05.19.02.04.03.23,Begonia,,,,Pot,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5509,05.19.02.04.03.24,Tanaman Bougenvile Varegata + 40cm,,,,plybag,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5510,05.19.02.04.03.25,Kamboja Kuning,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5511,05.19.02.04.03.26,Kembang Kertas,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5512,05.19.02.04.03.27,Matahari,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5513,05.19.02.04.03.28,Kamboja Merah / Kamboja India,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5514,05.19.02.04.03.29,Oleander,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5515,05.19.02.04.03.30,Rosea,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5516,05.19.02.04.03.31,Taiwan Beauty,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5517,05.19.02.04.03.32,Aglonema,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5518,05.19.02.04.03.33,Bonsai Cemara Udang,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5519,05.19.02.04.03.33,Bonsai Cemara Udang,,,,Batang ,5.2.3.12.01,5.2.3,Belanja Modal Pengadaan Sarana dan Prasarana Taman
5520,05.19.02.04.03.34,Bonsai Dollar,,,,Batang ,5.2.3.12.01,5.2.3,Belanja Modal Pengadaan Sarana dan Prasarana Taman
5521,05.19.02.04.03.35,Sakura , Super,,,Batang ,5.2.3.12.01,5.2.3,Belanja Modal Pengadaan Sarana dan Prasarana Taman
5522,05.19.02.04.03.36,Sakura , Besar,,,Batang ,5.2.3.12.01,5.2.3,Belanja Modal Pengadaan Sarana dan Prasarana Taman
5523,05.19.02.05.06.01,Kana,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5524,05.19.02.05.13.01,Puring Daun Orange,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5525,05.19.02.05.19.01.F,Tanaman Perdu Hias,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5526,05.19.02.05.19.02.F,Semak Hias Berdaun Indah,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5527,05.19.02.05.19.03,Sambang Darah Variegata,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5528,05.19.02.05.19.04,Air Mata Pengantin,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5529,05.19.02.05.19.05,Toga,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5530,05.19.02.05.19.06,Philodendron,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5531,05.19.02.05.19.07,Jatimas,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5532,05.19.02.05.19.08,Sikat Botol,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5533,05.19.02.05.19.08.B,Sikat Botol,,,,Batang ,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5534,05.19.02.05.19.09,Simbar Menjangan,,,,mata,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5535,05.19.02.06.01.01,Cabe Dalam Pot,,,,Pot,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5536,05.19.02.06.01.02,Benih Okra, -,-,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5537,05.19.02.06.01.03,Benih Terong,,,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5538,05.19.02.06.01.03.B,Benih Terong,,Hibrida F1,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5539,05.19.02.06.01.04,Log Jamur,,,,Log,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5540,05.19.02.06.01.05,Bibit Cabe, -,-,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5541,05.19.02.06.01.06,Bibit Terong,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5542,05.19.02.06.01.07,Bibit Okra,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5543,05.19.02.06.01.08,Benih Tomat,,Berat Isi 25 Gram,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5544,05.19.02.06.01.09,Benih Bayam,,Berat Isi 500 Gram,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5545,05.19.02.06.01.10.B,Benih Kubis,,Hibrida F1,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5546,05.19.02.06.01.11,Benih Seledri,,Berat Isi 20 Gram,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5547,05.19.02.06.01.12,Benih Pare,,Berat Isi 20 Gram,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5548,05.19.02.06.01.13,Benih Bunga Kol,,Isi 250 Biji,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5549,05.19.02.06.01.14,Benih Paprika,,Isi 100 Biji,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5550,05.19.02.06.01.15,Benih Kacang Panjang,,Isi 200 Biji,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5551,05.19.02.06.01.16,Benih Daun Bawang,,Berat Isi 10 Gram,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5552,05.19.02.06.01.17,Benih Kemangi,,Berat Isi 25 Gram,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5553,05.19.02.06.01.18,Benih Oyong (Gambas),,Isi 25 Biji,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5554,05.19.02.06.01.19,Benih Brokoli,,Isi 180 Biji,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5555,05.19.02.06.01.20,Benih Labu Madu,,Berat Isi 25 Gram,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5556,05.19.02.06.01.21,Benih Labu Botol,,Berat Isi 10 Gram,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5557,05.19.02.06.01.22,Benih Labu Kuning,,Isi 95 Biji,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5558,05.19.02.06.01.23,Benih Labu Kabocha,,Berat Isi 10 Gram,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5559,05.19.02.06.01.24,Benih Labu Siam,,Berat Isi 15 Gram,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5560,05.19.02.06.01.25,Benih Blewah,,Berat Isi 15 Gram,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5561,05.19.02.06.01.26,Benih Timun,,Berat Isi 10 Gram,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5562,05.19.02.06.01.27,Benih Timun Suri,,Isi 50 Biji,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5563,05.19.02.06.01.28,Benih Semangka,,Berat Isi 10 Gram,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5564,05.19.02.06.01.29,Benih Markisa,,Isi 10 Biji,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5565,05.19.02.06.01.30,Benih Marigold,,Isi 15 Biji,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5566,05.19.02.06.01.31,Bibit Bunga Matahari,,Isi 25 Biji,,Sachet,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5567,05.19.02.06.01.32,Benih Rosela,,Isi 20 Butir,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5568,05.19.02.06.01.33.D,Tanaman Gayam,Tinggi Minimal 2 Meter,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5569,05.19.02.06.01.34,Benih Unggul Tomat,,"Jenis Hibrida F1, Tahan Virus",,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5570,05.19.02.06.02.01,Bibit Jambu Bangkok, T=80 cm,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5571,05.19.02.06.02.02,Bibit Mangga, T = 2 m,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5572,05.19.02.06.02.03,Bibit Nangka, T = 1.50 m,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5573,05.19.02.06.02.04,Paranet,,,,M2,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5574,05.19.02.06.02.05,Bibit Juwet,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5575,05.19.02.06.02.06,Jambu Air," T = 1,5 M",,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5576,05.19.02.06.02.07,Trembesi, T = 1 M,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5577,05.19.02.06.02.08,Jeruk Lemon, T = 1 M,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5578,05.19.02.06.02.09,Kedondong, T = 1 M,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5579,05.19.02.06.02.10,Srikaya, T = 1 M,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5580,05.19.02.06.02.11,Mundu, T = 1 M,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5581,05.19.02.06.02.12,Kawisto, T = 1 M,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5582,05.19.02.06.02.13,Bibit Jambu Air,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5583,05.19.02.06.02.14,Bibit Sirsat,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5584,05.19.02.06.02.15,Bibit Srikaya,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5585,05.19.02.06.02.16,Bibit Belimbing,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5586,05.19.02.06.02.17,Bibit Kelengkeng,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5587,05.19.02.06.02.18,Bibit Matoa, T >= 2m,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5588,05.19.02.06.02.19,Benih Cabe Merah Besar,,,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5589,05.19.02.06.02.20,Benih Buah Melon, 10 Gr,,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5590,05.19.02.06.02.21,Bibit Mangga, T >= 2m,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5591,05.19.02.06.02.22,Bibit Nangka, T >= 2m,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5592,05.19.02.06.02.23,Bibit Markisa,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5593,05.19.02.06.02.24,Bibit Delima, T>1M,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5594,05.19.02.06.02.25,Bibit Sukun,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5595,05.19.02.06.02.26,Tanaman Mangga, Tinggi Minimal 2 M,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5596,05.19.02.06.02.27,Tanaman Nangka, Tinggi Minimal 2 M,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5597,05.19.02.06.02.28,Bibit Strawberry,,Panjang Batang Batang Minimal 10 Cm,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5598,05.19.02.06.02.29,Bibit Pisang, Jenis Cavendish,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5599,05.19.02.06.02.30,Bibit Ceremai, Buah Ceremai,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5600,05.19.02.06.02.31,Bibit Pohon Salam, Pohon Salam,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5601,05.19.02.06.02.32,Bibit Jambu Mete, Pohon Jambu Mete,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5602,05.19.02.06.02.33,Benih Kenikir, Kemasan 10 Gram,,,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5603,05.19.02.06.02.34.D,Tanaman Alpukat,Tinggi Minimal 1 Meter,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5604,05.19.02.06.02.35.D,Tanaman Manggis,Tinggi Minimal 2 Meter,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5605,05.19.02.06.02.36.D,Tanaman Kelor,Tinggi Minimal 2 Meter,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5606,05.19.02.06.02.37.D,Tanaman Jambu Jamaika,Tinggi Minimal 2 Meter,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5607,05.19.02.06.02.38.D,Tanaman Kluwih,Tinggi Minimal 2 Meter,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5608,05.19.02.06.02.39.D,Tanaman Melinjo,Tinggi Minimal 2 Meter,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5609,05.19.02.06.02.40,Benih Unggul Semangka Merah,,"Jenis Hibrida F1, Tahan Virus",,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5610,05.19.02.06.02.41,Benih Unggul Semangka Kuning,,"Jenis Hibrida F1, Tahan Virus",,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5611,05.19.02.06.02.42,Bibit Jeruk Lemon,,T >= 80 Cm,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5612,05.19.02.06.02.43.D,Tanaman Kenitu,Tinggi Minimal 2 Meter,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5613,05.19.02.06.02.44,Benih Unggul Cabe Merah Besar,,"Jenis Hibrida F1, Tahan Virus",,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5614,05.19.02.06.02.45,Benih Unggul Buah Melon,,"Jenis Hibrida F1, Tahan Virus",,Pak,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5615,05.19.02.06.02.46.D,Tanaman Jambu Air,Tinggi Minimal 2 Meter,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5616,05.19.02.06.03.01,Anggrek Bulan Koleksi,,,,Pot,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5617,05.19.02.06.03.02,Bibit Cemara Udang,,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5618,05.19.02.06.03.03,Benih Padi,,,,kg,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
5619,05.19.02.06.03.04,Bibit Mengkudu, Tanaman Mengkudu,,,Batang,5.2.2.02.02,5.2.2,Belanja Bahan/Bibit Tanaman
